               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  46,            0.022744,            0.012386,            0.005924,             0.91599,             0.94644,              0.9559,             0.78533,            0.014745,            0.003326,          0.00029531,             0.00703,             0.00703,             0.00703
                  47,            0.022608,            0.012385,           0.0061349,              0.9216,             0.94826,             0.95742,             0.78908,            0.015043,           0.0032708,          0.00030333,            0.006964,            0.006964,            0.006964
                  48,            0.023533,            0.012364,           0.0055877,             0.91283,             0.94678,             0.95622,             0.78892,            0.014912,           0.0032714,          0.00027592,            0.006898,            0.006898,            0.006898
                  49,            0.022511,            0.012306,           0.0052966,             0.91859,             0.94432,             0.95457,             0.79193,            0.014863,           0.0032682,          0.00030937,            0.006832,            0.006832,            0.006832
                  50,             0.02302,            0.012165,            0.005628,              0.9185,             0.94804,             0.95603,             0.79534,            0.014964,           0.0032389,          0.00030539,            0.006766,            0.006766,            0.006766
                  51,            0.022998,            0.012186,           0.0057459,             0.92162,             0.93562,             0.95242,             0.79264,            0.015138,           0.0032387,          0.00029913,              0.0067,              0.0067,              0.0067
                  52,            0.022712,            0.012216,           0.0056094,             0.90953,             0.95113,             0.95567,             0.79033,            0.015151,           0.0032835,          0.00024071,            0.006634,            0.006634,            0.006634
                  53,             0.02235,             0.01233,           0.0054824,             0.91565,             0.95136,             0.95682,             0.79241,            0.014945,           0.0032583,          0.00024424,            0.006568,            0.006568,            0.006568
                  54,            0.022729,             0.01219,           0.0050313,             0.92013,             0.95537,             0.96107,             0.80418,            0.014569,           0.0032098,          0.00021192,            0.006502,            0.006502,            0.006502
                  55,            0.022409,            0.012034,           0.0050115,             0.92193,             0.95318,              0.9606,             0.80677,            0.014288,           0.0031734,           0.0002084,            0.006436,            0.006436,            0.006436
                  56,            0.023362,            0.012079,           0.0054879,             0.91478,             0.94898,             0.95646,             0.80304,            0.014457,            0.003179,          0.00024321,             0.00637,             0.00637,             0.00637
                  57,            0.021907,            0.011924,           0.0053115,             0.91452,             0.95388,             0.95996,             0.80663,            0.014405,            0.003186,          0.00024644,            0.006304,            0.006304,            0.006304
                  58,            0.022687,            0.011981,           0.0051401,             0.91449,             0.95761,             0.96148,             0.81669,            0.014257,           0.0030928,          0.00021698,            0.006238,            0.006238,            0.006238
                  59,            0.021945,             0.01195,           0.0051933,             0.91316,             0.95584,              0.9607,             0.81074,            0.014166,           0.0031569,          0.00020576,            0.006172,            0.006172,            0.006172
                  60,            0.022569,            0.011816,           0.0042871,             0.91285,             0.95628,              0.9603,             0.81137,            0.014065,           0.0031491,          0.00020902,            0.006106,            0.006106,            0.006106
                  61,            0.022081,            0.011953,           0.0049891,              0.9375,             0.93868,              0.9613,             0.80919,             0.01408,           0.0031468,          0.00019761,             0.00604,             0.00604,             0.00604
                  62,            0.021994,            0.011802,           0.0050192,             0.91591,             0.95686,             0.96037,             0.81176,             0.01395,           0.0031509,           0.0001843,            0.005974,            0.005974,            0.005974
                  63,            0.022257,            0.011889,           0.0046473,             0.91802,             0.96034,             0.96171,             0.81567,            0.013885,           0.0031303,           0.0001822,            0.005908,            0.005908,            0.005908
                  64,            0.021948,            0.011763,           0.0049341,             0.91673,             0.95909,             0.96059,             0.81729,            0.013834,           0.0031348,          0.00017307,            0.005842,            0.005842,            0.005842
                  65,            0.022117,            0.011778,           0.0049469,             0.91317,             0.95818,             0.96006,             0.82082,            0.013817,           0.0031254,          0.00016867,            0.005776,            0.005776,            0.005776
                  66,            0.021486,            0.011689,           0.0046206,             0.91741,             0.95892,             0.96214,             0.82085,              0.0138,           0.0031114,          0.00016786,             0.00571,             0.00571,             0.00571
                  67,            0.022322,            0.011648,           0.0047123,             0.91852,             0.96199,             0.96367,             0.82543,            0.013713,           0.0030928,          0.00017293,            0.005644,            0.005644,            0.005644
                  68,            0.021608,            0.011566,           0.0043322,             0.92177,             0.96161,             0.96509,             0.82584,            0.013857,           0.0030748,          0.00015675,            0.005578,            0.005578,            0.005578
                  69,            0.021432,             0.01151,           0.0043391,             0.92175,             0.96089,             0.96463,             0.82336,            0.013848,           0.0030783,          0.00014685,            0.005512,            0.005512,            0.005512
                  70,             0.02125,            0.011661,           0.0048394,             0.94191,             0.94225,             0.96512,             0.82306,            0.013724,           0.0030765,          0.00014986,            0.005446,            0.005446,            0.005446
                  71,            0.021474,            0.011473,           0.0046859,             0.94088,             0.94548,             0.96597,             0.82377,            0.013665,           0.0030769,          0.00014424,             0.00538,             0.00538,             0.00538
                  72,            0.020546,            0.011521,           0.0047457,             0.94277,             0.94158,             0.96389,             0.82419,            0.013653,           0.0030676,          0.00015091,            0.005314,            0.005314,            0.005314
                  73,            0.021335,            0.011552,           0.0046269,             0.94755,             0.93841,             0.96562,             0.82547,            0.013632,           0.0030569,          0.00014799,            0.005248,            0.005248,            0.005248
                  74,            0.020883,            0.011395,           0.0045528,             0.94485,              0.9398,             0.96514,             0.82593,            0.013635,           0.0030562,          0.00014425,            0.005182,            0.005182,            0.005182
                  75,            0.020976,            0.011401,           0.0040155,             0.94579,             0.94088,             0.96527,             0.82517,            0.013616,           0.0030663,          0.00013602,            0.005116,            0.005116,            0.005116
                  76,             0.02101,            0.011361,           0.0039653,             0.94385,             0.94096,             0.96481,             0.82469,             0.01362,            0.003076,          0.00013325,             0.00505,             0.00505,             0.00505
                  77,            0.020481,            0.011321,           0.0040605,             0.94237,             0.94154,             0.96428,             0.82403,            0.013554,           0.0030865,          0.00012863,            0.004984,            0.004984,            0.004984
                  78,            0.020888,            0.011316,           0.0038324,             0.94137,             0.94257,             0.96469,             0.82573,            0.013481,            0.003075,          0.00012515,            0.004918,            0.004918,            0.004918
                  79,            0.021722,            0.011331,           0.0041465,             0.94217,             0.94383,             0.96527,              0.8262,            0.013405,           0.0030705,           0.0001212,            0.004852,            0.004852,            0.004852
